abilities	against_bug	against_dark	against_dragon	against_electric	against_fairy	against_fight	against_fire	against_flying	against_ghost	against_grass	against_ground	against_ice	against_normal	against_poison	against_psychic	against_rock	against_steel	against_water	attack	base_egg_steps	base_happiness	base_total	capture_rate	classfication	defense	experience_growth	hp	japanese_name	name	pokedex_number	sp_attack	sp_defense	speed	type1	generation	is_legendary
"['Swarm', 'Chlorophyll', 'Overcoat']"	2	1	1	0.5	1	0.5	4	4	1	0.25	0.25	2	1	2	1	2	1	0.5	103	3840	70	500	45	Nurturing Pokmon	80	1059860	75	Hahakomoriハハコモリ	Leavanny	542	70	80	92	bug	5	0
"['Poison Point', 'Swarm', 'Speed Boost']"	0.5	1	1	1	0.5	0.25	2	2	1	0.25	1	1	1	0.5	2	2	1	1	45	3840	70	260	255	Centipede Pokmon	59	1059860	30	Fushideフシデ	Venipede	543	30	39	57	bug	5	0
"['Poison Point', 'Swarm', 'Speed Boost']"	0.5	1	1	1	0.5	0.25	2	2	1	0.25	1	1	1	0.5	2	2	1	1	55	3840	70	360	120	Curlipede Pokmon	99	1059860	40	Wheegaホイーガ	Whirlipede	544	40	79	47	bug	5	0
"['Poison Point', 'Swarm', 'Speed Boost']"	0.5	1	1	1	0.5	0.25	2	2	1	0.25	1	1	1	0.5	2	2	1	1	100	5120	70	485	45	Megapede Pokmon	89	1059860	60	Pendrorペンドラー	Scolipede	545	55	69	112	bug	5	0
"['Prankster', 'Infiltrator', 'Chlorophyll']"	1	0.5	0	0.5	1	0.5	2	2	1	0.5	0.5	2	1	4	1	1	2	0.5	27	5120	70	280	190	Cotton Puff Pokmon	60	1000000	40	Monmenモンメン	Cottonee	546	37	50	66	grass	5	0
"['Prankster', 'Infiltrator', 'Chlorophyll']"	1	0.5	0	0.5	1	0.5	2	2	1	0.5	0.5	2	1	4	1	1	2	0.5	67	5120	70	480	75	Windveiled Pokmon	85	1000000	60	Elfuunエルフーン	Whimsicott	547	77	75	116	grass	5	0
"['Chlorophyll', 'Own Tempo', 'Leaf Guard']"	2	1	1	0.5	1	1	2	2	1	0.5	0.5	2	1	2	1	1	1	0.5	35	5120	70	280	190	Bulb Pokmon	50	1000000	45	Churineチュリネ	Petilil	548	70	50	30	grass	5	0
"['Chlorophyll', 'Own Tempo', 'Leaf Guard']"	2	1	1	0.5	1	1	2	2	1	0.5	0.5	2	1	2	1	1	1	0.5	60	5120	70	480	75	Flowering Pokmon	75	1000000	70	Dredearドレディア	Lilligant	549	110	75	90	grass	5	0
"['Reckless', 'Rock Head', 'Adaptability', 'Mold Breaker']"	1	1	1	2	1	1	0.5	1	1	2	1	0.5	1	1	1	1	0.5	0.5	92	10240	70	460	25	Hostile Pokmon	65	1000000	70	Bassraoバスラオ	Basculin	550	80	55	98	water	5	0
"['Intimidate', 'Moxie', 'Anger Point']"	2	0.5	1	0	2	2	1	1	0.5	2	1	2	1	0.5	0	0.5	1	2	72	5120	70	292	180	Desert Croc Pokmon	35	1059860	50	Megurocoメグロコ	Sandile	551	35	35	65	ground	5	0
"['Intimidate', 'Moxie', 'Anger Point']"	2	0.5	1	0	2	2	1	1	0.5	2	1	2	1	0.5	0	0.5	1	2	82	5120	70	351	90	Desert Croc Pokmon	45	1059860	60	Waruvileワルビル	Krokorok	552	45	45	74	ground	5	0
"['Intimidate', 'Moxie', 'Anger Point']"	2	0.5	1	0	2	2	1	1	0.5	2	1	2	1	0.5	0	0.5	1	2	117	5120	70	519	45	Intimidation Pokmon	80	1059860	95	Waruvialワルビアル	Krookodile	553	65	70	92	ground	5	0
"['Hustle', 'Inner Focus']"	0.5	1	1	1	0.5	1	0.5	1	1	0.5	2	0.5	1	1	1	2	0.5	2	90	5120	70	315	120	Zen Charm Pokmon	45	1059860	70	Darumakkaダルマッカ	Darumaka	554	15	45	50	fire	5	0
"['Sheer Force', 'Zen Mode']"	0.5	1	1	1	0.5	1	0.5	1	1	0.5	2	0.5	1	1	1	2	0.5	2	30	5120	70	540	60	Blazing Pokmon	105	1059860	105	Hihidarumaヒヒダルマ	Darmanitan	555	140	105	55	fire	5	0
"['Water Absorb', 'Chlorophyll', 'Storm Drain']"	2	1	1	0.5	1	1	2	2	1	0.5	0.5	2	1	2	1	1	1	0.5	86	5120	70	461	255	Cactus Pokmon	67	1000000	75	Maracacchiマラカッチ	Maractus	556	106	67	60	grass	5	0
"['Sturdy', 'Shell Armor', 'Weak Armor']"	1	1	1	1	1	1	1	1	1	1	1	1	0.5	0.5	1	2	2	2	65	5120	70	325	190	Rock Inn Pokmon	85	1000000	50	Ishizumaiイシズマイ	Dwebble	557	35	35	55	bug	5	0
"['Sturdy', 'Shell Armor', 'Weak Armor']"	1	1	1	1	1	1	1	1	1	1	1	1	0.5	0.5	1	2	2	2	105	5120	70	485	75	Stone Home Pokmon	125	1000000	70	Iwapalaceイワパレス	Crustle	558	65	75	45	bug	5	0
"['Shed Skin', 'Moxie', 'Intimidate']"	1	0.25	1	1	4	2	1	2	0.5	1	1	1	1	1	0	0.5	1	1	75	3840	35	348	180	Shedding Pokmon	70	1000000	50	Zurugguズルッグ	Scraggy	559	35	70	48	dark	5	0
"['Shed Skin', 'Moxie', 'Intimidate']"	1	0.25	1	1	4	2	1	2	0.5	1	1	1	1	1	0	0.5	1	1	90	3840	70	488	90	Hoodlum Pokmon	115	1000000	65	Zuruzukinズルズキン	Scrafty	560	45	115	58	dark	5	0
"['Wonder Skin ', 'Magic Guard', 'Tinted Lens']"	1	2	1	2	1	0.25	1	1	2	0.5	0	2	1	1	0.5	2	1	1	58	5120	70	490	45	Avianoid Pokmon	80	1000000	72	Symbolerシンボラー	Sigilyph	561	103	80	97	psychic	5	0
['Mummy']	0.5	2	1	1	1	0	1	1	2	1	1	1	0	0.5	1	1	1	1	30	6400	70	303	190	Spirit Pokmon	85	1000000	38	Desumasuデスマス	Yamask	562	55	65	30	ghost	5	0
['Mummy']	0.5	2	1	1	1	0	1	1	2	1	1	1	0	0.5	1	1	1	1	50	6400	70	483	90	Coffin Pokmon	145	1000000	58	Desukarnデスカーン	Cofagrigus	563	95	105	30	ghost	5	0
"['Solid Rock', 'Sturdy', 'Swift Swim']"	1	1	1	2	1	2	0.25	0.5	1	4	2	0.5	0.5	0.5	1	1	1	1	78	7680	70	355	45	Prototurtle Pokmon	103	1000000	54	Protogaプロトーガ	Tirtouga	564	53	45	22	water	5	0
"['Solid Rock', 'Sturdy', 'Swift Swim']"	1	1	1	2	1	2	0.25	0.5	1	4	2	0.5	0.5	0.5	1	1	1	1	108	7680	70	495	45	Prototurtle Pokmon	133	1000000	74	Abagouraアバゴーラ	Carracosta	565	83	65	32	water	5	0
['Defeatist']	0.5	1	1	2	1	1	0.5	0.5	1	1	0	2	0.5	0.5	1	2	2	2	112	7680	70	401	45	First Bird Pokmon	45	1000000	55	Archenアーケン	Archen	566	74	45	70	rock	5	0
['Defeatist']	0.5	1	1	2	1	1	0.5	0.5	1	1	0	2	0.5	0.5	1	2	2	2	140	7680	70	567	45	First Bird Pokmon	65	1000000	75	Archeosアーケオス	Archeops	567	112	65	110	rock	5	0
"['Stench', 'Sticky Hold', 'Aftermath']"	0.5	1	1	1	0.5	0.5	1	1	1	0.5	2	1	1	0.5	2	1	1	1	50	5120	70	329	190	Trash Bag Pokmon	62	1000000	50	Yabukuronヤブクロン	Trubbish	568	40	62	65	poison	5	0
"['Stench', 'Weak Armor', 'Aftermath']"	0.5	1	1	1	0.5	0.5	1	1	1	0.5	2	1	1	0.5	2	1	1	1	95	5120	70	474	60	Trash Heap Pokmon	82	1000000	80	Dustdasダストダス	Garbodor	569	60	82	75	poison	5	0
['Illusion']	2	0.5	1	1	2	2	1	1	0.5	1	1	1	1	1	0	1	1	1	65	6400	70	330	75	Tricky Fox Pokmon	40	1059860	40	Zoruaゾロア	Zorua	570	80	40	65	dark	5	0
['Illusion']	2	0.5	1	1	2	2	1	1	0.5	1	1	1	1	1	0	1	1	1	105	5120	70	510	45	Illusion Fox Pokmon	60	1059860	60	Zoroarkゾロアーク	Zoroark	571	120	60	105	dark	5	0
"['Cute Charm', 'Technician', 'Skill Link']"	1	1	1	1	1	2	1	1	0	1	1	1	1	1	1	1	1	1	50	3840	70	300	255	Chinchilla Pokmon	40	800000	55	Chillarmyチラーミィ	Minccino	572	40	40	75	normal	5	0
"['Cute Charm', 'Technician', 'Skill Link']"	1	1	1	1	1	2	1	1	0	1	1	1	1	1	1	1	1	1	95	3840	70	470	60	Scarf Pokmon	60	800000	75	Chillaccinoチラチーノ	Cinccino	573	65	60	115	normal	5	0
"['Frisk', 'Competitive', 'Shadow Tag']"	2	2	1	1	1	0.5	1	1	2	1	1	1	1	1	0.5	1	1	1	30	5120	70	290	200	Fixation Pokmon	50	1059860	45	Gothimuゴチム	Gothita	574	55	65	45	psychic	5	0
"['Frisk', 'Competitive', 'Shadow Tag']"	2	2	1	1	1	0.5	1	1	2	1	1	1	1	1	0.5	1	1	1	45	5120	70	390	100	Manipulate Pokmon	70	1059860	60	Gothimiruゴチミル	Gothorita	575	75	85	55	psychic	5	0
"['Frisk', 'Competitive', 'Shadow Tag']"	2	2	1	1	1	0.5	1	1	2	1	1	1	1	1	0.5	1	1	1	55	5120	70	490	50	Astral Body Pokmon	95	1059860	70	Gothiruselleゴチルゼル	Gothitelle	576	95	110	65	psychic	5	0
"['Overcoat', 'Magic Guard', 'Regenerator']"	2	2	1	1	1	0.5	1	1	2	1	1	1	1	1	0.5	1	1	1	30	5120	70	290	200	Cell Pokmon	40	1059860	45	Uniranユニラン	Solosis	577	105	50	20	psychic	5	0
"['Overcoat', 'Magic Guard', 'Regenerator']"	2	2	1	1	1	0.5	1	1	2	1	1	1	1	1	0.5	1	1	1	40	5120	70	370	100	Mitosis Pokmon	50	1059860	65	Doublanダブラン	Duosion	578	125	60	30	psychic	5	0
"['Overcoat', 'Magic Guard', 'Regenerator']"	2	2	1	1	1	0.5	1	1	2	1	1	1	1	1	0.5	1	1	1	65	5120	70	490	50	Multiplying Pokmon	75	1059860	110	Lanculusランクルス	Reuniclus	579	125	85	30	psychic	5	0
"['Keen Eye', 'Big Pecks', 'Hydration']"	0.5	1	1	4	1	0.5	0.5	1	1	1	0	1	1	1	1	2	0.5	0.5	44	5120	70	305	190	Water Bird Pokmon	50	1000000	62	Koaruhieコアルヒー	Ducklett	580	44	50	55	water	5	0
"['Keen Eye', 'Big Pecks', 'Hydration']"	0.5	1	1	4	1	0.5	0.5	1	1	1	0	1	1	1	1	2	0.5	0.5	87	5120	70	473	45	White Bird Pokmon	63	1000000	75	Swannaスワンナ	Swanna	581	87	63	98	water	5	0
"['Ice Body', 'Snow Cloak', 'Weak Armor']"	1	1	1	1	1	2	2	1	1	1	1	0.5	1	1	1	2	2	1	50	5120	70	305	255	Fresh Snow Pokmon	50	1250000	36	Vanipetiバニプッチ	Vanillite	582	65	60	44	ice	5	0
"['Ice Body', 'Snow Cloak', 'Weak Armor']"	1	1	1	1	1	2	2	1	1	1	1	0.5	1	1	1	2	2	1	65	5120	70	395	120	Icy Snow Pokmon	65	1250000	51	Vanirichバニリッチ	Vanillish	583	80	75	59	ice	5	0
"['Ice Body', 'Snow Warning', 'Weak Armor']"	1	1	1	1	1	2	2	1	1	1	1	0.5	1	1	1	2	2	1	95	5120	70	535	45	Snowstorm Pokmon	85	1250000	71	Baivanillaバイバニラ	Vanilluxe	584	110	95	79	ice	5	0
"['Chlorophyll', 'Sap Sipper', 'Serene Grace']"	2	1	1	0.5	1	2	2	2	0	0.5	0.5	2	1	2	1	1	1	0.5	60	5120	70	335	190	Season Pokmon	50	1000000	60	Shikijikaシキジカ	Deerling	585	40	50	75	normal	5	0
"['Chlorophyll', 'Sap Sipper', 'Serene Grace']"	2	1	1	0.5	1	2	2	2	0	0.5	0.5	2	1	2	1	1	1	0.5	100	5120	70	475	75	Season Pokmon	70	1000000	80	Mebukijikaメブキジカ	Sawsbuck	586	60	70	95	normal	5	0
"['Static', 'Motor Drive']"	0.5	1	1	1	1	0.5	1	0.5	1	0.5	0	2	1	1	1	2	0.5	1	75	5120	70	428	200	Sky Squirrel Pokmon	60	1000000	55	Emongaエモンガ	Emolga	587	75	60	103	electric	5	0
"['Swarm', 'Shed Skin', 'No Guard']"	1	1	1	1	1	0.5	2	2	1	0.5	0.5	1	1	1	1	2	1	1	75	3840	70	315	200	Clamping Pokmon	45	1000000	50	Kaburumoカブルモ	Karrablast	588	40	45	60	bug	5	0
"['Swarm', 'Shell Armor', 'Overcoat']"	0.5	1	0.5	1	0.5	1	4	1	1	0.25	1	0.5	0.5	0	0.5	1	0.5	1	135	3840	70	495	75	Cavalry Pokmon	105	1000000	70	Chevargoシュバルゴ	Escavalier	589	60	105	20	bug	5	0
"['Effect Spore', 'Regenerator']"	1	1	1	0.5	0.5	0.5	2	2	1	0.25	1	2	1	1	2	1	1	0.5	55	5120	70	294	190	Mushroom Pokmon	45	1000000	69	Tamagetakeタマゲタケ	Foongus	590	55	55	15	grass	5	0
"['Effect Spore', 'Regenerator']"	1	1	1	0.5	0.5	0.5	2	2	1	0.25	1	2	1	1	2	1	1	0.5	85	5120	70	464	75	Mushroom Pokmon	70	1000000	114	Morobareruモロバレル	Amoonguss	591	85	80	30	grass	5	0
"['Water Absorb', 'Cursed Body', 'Damp']"	0.5	2	1	2	1	0	0.5	1	2	2	1	0.5	0	0.5	1	1	0.5	0.5	40	5120	70	335	190	Floating Pokmon	50	1000000	55	Pururillプルリル	Frillish	592	65	85	40	water	5	0
"['Water Absorb', 'Cursed Body', 'Damp']"	0.5	2	1	2	1	0	0.5	1	2	2	1	0.5	0	0.5	1	1	0.5	0.5	60	5120	70	480	60	Floating Pokmon	70	1000000	100	Burungelブルンゲル	Jellicent	593	85	105	60	water	5	0
"['Healer', 'Hydration', 'Regenerator']"	1	1	1	2	1	1	0.5	1	1	2	1	0.5	1	1	1	1	0.5	0.5	75	10240	70	470	75	Caring Pokmon	80	800000	165	Mamanbouママンボウ	Alomomola	594	40	45	65	water	5	0
"['Compoundeyes', 'Unnerve', 'Swarm']"	1	1	1	0.5	1	0.5	2	1	1	0.5	1	1	1	1	1	2	0.5	1	47	5120	70	319	190	Attaching Pokmon	50	1000000	50	Bachuruバチュル	Joltik	595	57	50	65	bug	5	0
"['Compoundeyes', 'Unnerve', 'Swarm']"	1	1	1	0.5	1	0.5	2	1	1	0.5	1	1	1	1	1	2	0.5	1	77	5120	70	472	75	EleSpider Pokmon	60	1000000	70	Dentulaデンチュラ	Galvantula	596	97	60	108	bug	5	0
['Iron Barbs']	1	1	0.5	0.5	0.5	2	4	1	1	0.25	1	1	0.5	0	0.5	0.5	0.5	0.5	50	5120	70	305	255	Thorn Seed Pokmon	91	1000000	44	Tesseedテッシード	Ferroseed	597	24	86	10	grass	5	0
"['Iron Barbs', 'Anticipation']"	1	1	0.5	0.5	0.5	2	4	1	1	0.25	1	1	0.5	0	0.5	0.5	0.5	0.5	94	5120	70	489	90	Thorn Pod Pokmon	131	1000000	74	Nutreyナットレイ	Ferrothorn	598	54	116	20	grass	5	0
"['Plus', 'Minus', 'Clear Body']"	0.5	1	0.5	1	0.5	2	2	0.5	1	0.5	2	0.5	0.5	0	0.5	0.5	0.5	1	55	5120	70	300	130	Gear Pokmon	70	1059860	40	Giaruギアル	Klink	599	45	60	30	steel	5	0
"['Plus', 'Minus', 'Clear Body']"	0.5	1	0.5	1	0.5	2	2	0.5	1	0.5	2	0.5	0.5	0	0.5	0.5	0.5	1	80	5120	70	440	60	Gear Pokmon	95	1059860	60	Gigiaruギギアル	Klang	600	70	85	50	steel	5	0
"['Plus', 'Minus', 'Clear Body']"	0.5	1	0.5	1	0.5	2	2	0.5	1	0.5	2	0.5	0.5	0	0.5	0.5	0.5	1	100	5120	70	520	30	Gear Pokmon	115	1059860	60	Gigigiaruギギギアル	Klinklang	601	70	85	90	steel	5	0
['Levitate']	1	1	1	0.5	1	1	1	0.5	1	1	2	1	1	1	1	1	0.5	1	55	5120	70	275	190	EleFish Pokmon	40	1250000	35	Shibishirasuシビシラス	Tynamo	602	45	40	60	electric	5	0
['Levitate']	1	1	1	0.5	1	1	1	0.5	1	1	2	1	1	1	1	1	0.5	1	85	5120	70	405	60	EleFish Pokmon	70	1250000	65	Shibibeelシビビール	Eelektrik	603	75	70	40	electric	5	0
['Levitate']	1	1	1	0.5	1	1	1	0.5	1	1	2	1	1	1	1	1	0.5	1	115	5120	70	515	30	EleFish Pokmon	80	1250000	85	Shibirudonシビルドン	Eelektross	604	105	80	50	electric	5	0
"['Telepathy', 'Synchronize', 'Analytic']"	2	2	1	1	1	0.5	1	1	2	1	1	1	1	1	0.5	1	1	1	55	5120	70	335	255	Cerebral Pokmon	55	1000000	55	Ligrayリグレー	Elgyem	605	85	55	30	psychic	5	0
"['Telepathy', 'Synchronize', 'Analytic']"	2	2	1	1	1	0.5	1	1	2	1	1	1	1	1	0.5	1	1	1	75	5120	70	485	90	Cerebral Pokmon	75	1000000	75	Ohbemオーベム	Beheeyem	606	125	95	40	psychic	5	0
"['Flash Fire', 'Flame Body', 'Infiltrator']"	0.25	2	1	1	0.5	0	0.5	1	2	0.5	2	0.5	0	0.5	1	2	0.5	2	30	5120	70	275	190	Candle Pokmon	55	1059860	50	Hitomoshiヒトモシ	Litwick	607	65	55	20	ghost	5	0
"['Flash Fire', 'Flame Body', 'Infiltrator']"	0.25	2	1	1	0.5	0	0.5	1	2	0.5	2	0.5	0	0.5	1	2	0.5	2	40	5120	70	370	90	Lamp Pokmon	60	1059860	60	Lamplerランプラー	Lampent	608	95	60	55	ghost	5	0
"['Flash Fire', 'Flame Body', 'Infiltrator']"	0.25	2	1	1	0.5	0	0.5	1	2	0.5	2	0.5	0	0.5	1	2	0.5	2	55	5120	70	520	45	Luring Pokmon	90	1059860	60	Chandelaシャンデラ	Chandelure	609	145	90	80	ghost	5	0
"['Rivalry', 'Mold Breaker', 'Unnerve']"	1	1	2	0.5	2	1	0.5	1	1	0.5	1	2	1	1	1	1	1	0.5	87	10240	35	320	75	Tusk Pokmon	60	1250000	46	Kibagoキバゴ	Axew	610	30	40	57	dragon	5	0
"['Rivalry', 'Mold Breaker', 'Unnerve']"	1	1	2	0.5	2	1	0.5	1	1	0.5	1	2	1	1	1	1	1	0.5	117	10240	35	410	60	Axe Jaw Pokmon	70	1250000	66	Onondoオノンド	Fraxure	611	40	50	67	dragon	5	0
"['Rivalry', 'Mold Breaker', 'Unnerve']"	1	1	2	0.5	2	1	0.5	1	1	0.5	1	2	1	1	1	1	1	0.5	147	10240	35	540	45	Axe Jaw Pokmon	90	1250000	76	Ononokusオノノクス	Haxorus	612	60	70	97	dragon	5	0
"['Snow Cloak', 'Slush Rush', 'Rattled']"	1	1	1	1	1	2	2	1	1	1	1	0.5	1	1	1	2	2	1	70	5120	70	305	120	Chill Pokmon	40	1000000	55	Kumasyunクマシュン	Cubchoo	613	60	40	40	ice	5	0
"['Snow Cloak', 'Slush Rush', 'Swift Swim']"	1	1	1	1	1	2	2	1	1	1	1	0.5	1	1	1	2	2	1	130	5120	70	505	60	Freezing Pokmon	80	1000000	95	Tunbearツンベアー	Beartic	614	70	80	50	ice	5	0
['Levitate']	1	1	1	1	1	2	2	1	1	1	1	0.5	1	1	1	2	2	1	50	6400	70	515	25	Crystallizing Pokmon	50	1000000	80	Freegeoフリージオ	Cryogonal	615	95	135	105	ice	5	0
"['Hydration', 'Shell Armor', 'Overcoat']"	1	1	1	1	1	0.5	2	2	1	0.5	0.5	1	1	1	1	2	1	1	40	3840	70	305	200	Snail Pokmon	85	1000000	50	Chobomakiチョボマキ	Shelmet	616	40	65	25	bug	5	0
"['Hydration', 'Sticky Hold', 'Unburden']"	1	1	1	1	1	0.5	2	2	1	0.5	0.5	1	1	1	1	2	1	1	70	3840	70	495	75	Shell Out Pokmon	40	1000000	80	Agilderアギルダー	Accelgor	617	100	60	145	bug	5	0
"['Static', 'Limber', 'Sand Veil']"	1	1	1	0	1	1	1	0.5	1	2	2	2	1	0.5	1	0.5	0.5	2	66	5120	70	471	75	Trap Pokmon	84	1000000	109	Maggyoマッギョ	Stunfisk	618	81	99	32	ground	5	0
"['Inner Focus', 'Regenerator', 'Reckless']"	0.5	0.5	1	1	2	1	1	2	1	1	1	1	1	1	2	0.5	1	1	85	6400	70	350	180	Martial Arts Pokmon	50	1059860	45	Kojofuコジョフー	Mienfoo	619	55	50	65	fighting	5	0
"['Inner Focus', 'Regenerator', 'Reckless']"	0.5	0.5	1	1	2	1	1	2	1	1	1	1	1	1	2	0.5	1	1	125	6400	70	510	45	Martial Arts Pokmon	60	1059860	65	Kojondoコジョンド	Mienshao	620	95	60	105	fighting	5	0
"['Rough Skin', 'Sheer Force', 'Mold Breaker']"	1	1	2	0.5	2	1	0.5	1	1	0.5	1	2	1	1	1	1	1	0.5	120	7680	70	485	45	Cave Pokmon	90	1000000	77	Crimganクリムガン	Druddigon	621	60	90	48	dragon	5	0
"['Iron Fist', 'Klutz', 'No Guard']"	0.5	2	1	0	1	0	1	1	2	2	1	2	0	0.25	1	0.5	1	2	74	6400	70	303	190	Automaton Pokmon	50	1000000	59	Gobitゴビット	Golett	622	35	50	35	ground	5	0
"['Iron Fist', 'Klutz', 'No Guard']"	0.5	2	1	0	1	0	1	1	2	2	1	2	0	0.25	1	0.5	1	2	124	6400	70	483	90	Automaton Pokmon	80	1000000	89	Goloogゴルーグ	Golurk	623	55	80	55	ground	5	0
"['Defiant', 'Inner Focus', 'Pressure']"	1	0.5	0.5	1	1	4	2	0.5	0.5	0.5	2	0.5	0.5	0	0	0.5	0.5	1	85	5120	35	340	120	Sharp Blade Pokmon	70	1000000	45	Komatanaコマタナ	Pawniard	624	40	40	60	dark	5	0
"['Defiant', 'Inner Focus', 'Pressure']"	1	0.5	0.5	1	1	4	2	0.5	0.5	0.5	2	0.5	0.5	0	0	0.5	0.5	1	125	5120	35	490	45	Sword Blade Pokmon	100	1000000	65	Kirikizanキリキザン	Bisharp	625	60	70	70	dark	5	0
"['Reckless', 'Sap Sipper', 'Soundproof']"	1	1	1	1	1	2	1	1	0	1	1	1	1	1	1	1	1	1	110	5120	70	490	45	Bash Buffalo Pokmon	95	1000000	95	Buffronバッフロン	Bouffalant	626	40	95	55	normal	5	0
"['Keen Eye', 'Sheer Force', 'Hustle']"	0.5	1	1	2	1	1	1	1	0	0.5	0	2	1	1	1	2	1	1	83	5120	70	350	190	Eaglet Pokmon	50	1250000	70	Washibonワシボン	Rufflet	627	37	50	60	normal	5	0
"['Keen Eye', 'Sheer Force', 'Defiant']"	0.5	1	1	2	1	1	1	1	0	0.5	0	2	1	1	1	2	1	1	123	5120	70	510	60	Valiant Pokmon	75	1250000	100	Warrgleウォーグル	Braviary	628	57	75	80	normal	5	0
"['Big Pecks', 'Overcoat', 'Weak Armor']"	1	0.5	1	2	2	1	1	1	0.5	0.5	0	2	1	1	0	2	1	1	55	5120	35	370	190	Diapered Pokmon	75	1250000	70	Valchaiバルチャイ	Vullaby	629	45	65	60	dark	5	0
"['Big Pecks', 'Overcoat', 'Weak Armor']"	1	0.5	1	2	2	1	1	1	0.5	0.5	0	2	1	1	0	2	1	1	65	5120	35	510	60	Bone Vulture Pokmon	105	1250000	110	Vulginaバルジーナ	Mandibuzz	630	55	95	80	dark	5	0
"['Gluttony', 'Flash Fire', 'White Smoke']"	0.5	1	1	1	0.5	1	0.5	1	1	0.5	2	0.5	1	1	1	2	0.5	2	97	5120	70	484	90	Anteater Pokmon	66	1000000	85	Kuitaranクイタラン	Heatmor	631	105	66	65	fire	5	0
"['Swarm', 'Hustle', 'Truant']"	0.5	1	0.5	1	0.5	1	4	1	1	0.25	1	0.5	0.5	0	0.5	1	0.5	1	109	5120	70	484	90	Iron Ant Pokmon	112	1000000	58	Aiantアイアント	Durant	632	48	48	109	bug	5	0
['Hustle']	2	0.5	2	0.5	4	2	0.5	1	0.5	0.5	1	2	1	1	0	1	1	0.5	65	10240	35	300	45	Irate Pokmon	50	1250000	52	Monozuモノズ	Deino	633	45	50	38	dark	5	0
['Hustle']	2	0.5	2	0.5	4	2	0.5	1	0.5	0.5	1	2	1	1	0	1	1	0.5	85	10240	35	420	45	Hostile Pokmon	70	1250000	72	Diheadジヘッド	Zweilous	634	65	70	58	dark	5	0
['Levitate']	2	0.5	2	0.5	4	2	0.5	1	0.5	0.5	1	2	1	1	0	1	1	0.5	105	10240	35	600	45	Brutal Pokmon	90	1250000	92	Sazandoraサザンドラ	Hydreigon	635	125	90	98	dark	5	0
"['Flame Body', 'Swarm']"	0.5	1	1	1	0.5	0.5	1	2	1	0.25	1	0.5	1	1	1	4	0.5	2	85	10240	70	360	45	Torch Pokmon	55	1250000	55	Merlarvaメラルバ	Larvesta	636	50	55	60	bug	5	0
"['Flame Body', 'Swarm']"	0.5	1	1	1	0.5	0.5	1	2	1	0.25	1	0.5	1	1	1	4	0.5	2	60	10240	70	550	15	Sun Pokmon	65	1250000	85	Ulgamothウルガモス	Volcarona	637	135	105	100	bug	5	0
['Justified']	0.25	0.5	0.5	1	1	2	2	1	1	0.5	2	0.5	0.5	0	1	0.25	0.5	1	90	20480	35	580	3	Iron Will Pokmon	129	1250000	91	Cobalonコバルオン	Cobalion	638	90	72	108	steel	5	1
['Justified']	0.5	0.5	1	1	2	2	0.5	1	1	2	2	1	0.5	0.5	2	0.5	2	2	129	20480	35	580	3	Cavern Pokmon	90	1250000	91	Terrakionテラキオン	Terrakion	639	72	90	108	rock	5	1
['Justified']	1	0.5	1	0.5	2	1	2	4	1	0.5	0.5	2	1	2	2	0.5	1	0.5	90	20480	35	580	3	Grassland Pokmon	72	1250000	91	Virizionビリジオン	Virizion	640	90	129	108	grass	5	1
"['Prankster', 'Defiant', 'Regenerator']"	0.5	1	1	2	1	0.5	1	1	1	0.5	0	2	1	1	1	2	1	1	100	30720	90	580	3	Cyclone Pokmon	80	1250000	79	Tornelos (keshin Forme)トルネロス	Tornadus	641	110	90	121	flying	5	1
"['Prankster', 'Defiant', 'Volt Absorb']"	0.5	1	1	1	1	0.5	1	0.5	1	0.5	0	2	1	1	1	2	0.5	1	105	30720	90	580	3	Bolt Strike Pokmon	70	1250000	79	Voltolos (keshin Forme)ボルトロス	Thundurus	642	145	80	101	electric	5	1
['Turboblaze']	0.5	1	2	0.5	1	1	0.25	1	1	0.25	2	1	1	1	1	2	0.5	1	120	30720	0	680	3	Vast White Pokmon	100	1250000	100	Reshiramレシラム	Reshiram	643	150	120	90	dragon	5	1
['Teravolt']	1	1	2	0.25	2	1	0.5	0.5	1	0.5	2	2	1	1	1	1	0.5	0.5	150	30720	0	680	3	Deep Black Pokmon	120	1250000	100	Zekromゼクロム	Zekrom	644	120	100	90	dragon	5	1
"['Sand Force', 'Sheer Force', 'Intimidate']"	0.5	1	1	0	1	0.5	1	1	1	1	0	4	1	0.5	1	1	1	2	145	30720	90	600	3	Abundance Pokmon	90	1250000	89	Landlos (keshin Forme)ランドロス	Landorus	645	105	80	91	ground	5	1
"['Pressure', 'Teravolt', 'Turboblaze']"	1	1	2	0.5	2	2	1	1	1	0.5	1	1	1	1	1	2	2	0.5	120	30720	0	700	3	Boundary Pokmon	90	1250000	125	Kyuremキュレム	Kyurem	646	170	100	95	dragon	5	1
['Justified']	0.5	0.5	1	2	2	1	0.5	2	1	2	1	0.5	1	1	2	0.5	0.5	0.5	72	20480	35	580	3	Colt Pokmon	90	1250000	91	Keldeo (itsumo No Sugata)ケルディオ	Keldeo	647	129	90	108	water	5	1
['Serene Grace']	2	2	1	1	1	1	1	1	0	1	1	1	1	1	0.5	1	1	1	128	30720	100	600	3	Melody Pokmon	90	1250000	100	Meloetta (step Forme)メロエッタ	Meloetta	648	77	77	128	normal	5	1
